ko	Genes
K10644	Mhon_024293
K01257	Mhon_024304
K01306	Mhon_024304
K11140	Mhon_024304
K11141	Mhon_024304
K13723	Mhon_024304
K01257	Mhon_024308
K13723	Mhon_024308
K00933	Mhon_024313
K00934	Mhon_024313
K00933	Mhon_024315
K00934	Mhon_024315
K00933	Mhon_024318
K00934	Mhon_024318
K00685	Mhon_024319
K00685	Mhon_024322
K18460	Mhon_024325
K18460	Mhon_024326
K00387	Mhon_024331
K09289	Mhon_024334
K12229	Mhon_024337
K04678	Mhon_024339
K14459	Mhon_024339
K12229	Mhon_024341
K04678	Mhon_024343
K14459	Mhon_024343
K11976	Mhon_024345
K11976	Mhon_024346
K11976	Mhon_024347
K11976	Mhon_024348
K04669	Mhon_024355
K05497	Mhon_024355
K04669	Mhon_024356
K05497	Mhon_024356
K20050	Mhon_024358
K01322	Mhon_024359
K01322	Mhon_024364
K16911	Mhon_024385
K02883	Mhon_024387
K21442	Mhon_024387
K04718	Mhon_024388
K16911	Mhon_024391
K02883	Mhon_024393
K21442	Mhon_024393
K04718	Mhon_024394
K08545	Mhon_024401
K08546	Mhon_024401
K15292	Mhon_024404
K09212	Mhon_024407
K09212	Mhon_024409
K15292	Mhon_024412
K04239	Mhon_024413
K04282	Mhon_024413
K04284	Mhon_024413
K08504	Mhon_024415
K17341	Mhon_024422
K17341	Mhon_024423
K17341	Mhon_024424
K19511	Mhon_024426
K01482	Mhon_024428
K00503	Mhon_024431
K02187	Mhon_024444
K04397	Mhon_024444
K04489	Mhon_024444
K20008	Mhon_024444
K10790	Mhon_024445
K10791	Mhon_024445
K03456	Mhon_024446
K18740	Mhon_024448
K02976	Mhon_024449
K12614	Mhon_024467
K12614	Mhon_024468
K01081	Mhon_024469
K12614	Mhon_024470
K13293	Mhon_024473
K13755	Mhon_024473
K18437	Mhon_024473
K05309	Mhon_024479
K18932	Mhon_024480
K18932	Mhon_024481
K00558	Mhon_024486
K21751	Mhon_024498
K12373	Mhon_024501
K09374	Mhon_024505
K09490	Mhon_024506
K01444	Mhon_024507
K18081	Mhon_024508
K04362	Mhon_024509
K05093	Mhon_024509
K05096	Mhon_024509
K05098	Mhon_024509
K08252	Mhon_024509
K11599	Mhon_024510
K14209	Mhon_024525
K01316	Mhon_024527
K09614	Mhon_024527
K09640	Mhon_024527
K20526	Mhon_024530
K01187	Mhon_024531
K14210	Mhon_024531
K10579	Mhon_024533
K15448	Mhon_024537
K03000	Mhon_024538
K04575	Mhon_024541
K01194	Mhon_024550
K14961	Mhon_024575
K11804	Mhon_024576
K07188	Mhon_024577
K04675	Mhon_024578
K13578	Mhon_024578
K17495	Mhon_024584
K22037	Mhon_024585
K22037	Mhon_024586
K22037	Mhon_024591
K22037	Mhon_024592
K07888	Mhon_024595
K07889	Mhon_024595
K20463	Mhon_024596
K10382	Mhon_024600
K08539	Mhon_024608
K17307	Mhon_024609
K04194	Mhon_024619
K04195	Mhon_024619
K04196	Mhon_024619
K08378	Mhon_024619
K03173	Mhon_024626
K03174	Mhon_024626
K15407	Mhon_024629
K15182	Mhon_024630
K11848	Mhon_024632
K13297	Mhon_024633
K05693	Mhon_024633
K06776	Mhon_024633
K13912	Mhon_024635
K04226	Mhon_024639
K04229	Mhon_024639
K20359	Mhon_024645
K04674	Mhon_024663
K13567	Mhon_024663
K14354	Mhon_024666
K09533	Mhon_024670
K05609	Mhon_024674
K17902	Mhon_024675
K18341	Mhon_024675
K02135	Mhon_024679
K00681	Mhon_024681
K18592	Mhon_024681
K11347	Mhon_024682
K22156	Mhon_024682
K20125	Mhon_024683
K20125	Mhon_024684
K15292	Mhon_024685
K15292	Mhon_024686
K15292	Mhon_024687
K06277	Mhon_024688
K03125	Mhon_024691
K07881	Mhon_024694
K11290	Mhon_024696
K18585	Mhon_024700
K05956	Mhon_024702
K12373	Mhon_024702
K08189	Mhon_024703
K11810	Mhon_024703
K08189	Mhon_024704
K11810	Mhon_024704
K03685	Mhon_024710
K03691	Mhon_024711
K19932	Mhon_024712
K14806	Mhon_024715
K10104	Mhon_024716
K00816	Mhon_024718
K10641	Mhon_024719
K01187	Mhon_024724
K08705	Mhon_024725
K01187	Mhon_024727
K15289	Mhon_024733
K08362	Mhon_024735
K08527	Mhon_024737
K08528	Mhon_024737
K08529	Mhon_024737
K09517	Mhon_024741
K09517	Mhon_024742
K01189	Mhon_024743
K01204	Mhon_024743
K04239	Mhon_024748
K04282	Mhon_024748
K04284	Mhon_024748
K04239	Mhon_024750
K04282	Mhon_024750
K04284	Mhon_024750
K04239	Mhon_024751
K04282	Mhon_024751
K04284	Mhon_024751
K08504	Mhon_024753
K14049	Mhon_024756
K13783	Mhon_024769
K07888	Mhon_024772
K07889	Mhon_024772
K02432	Mhon_024775
K09486	Mhon_024779
K09106	Mhon_024780
K13431	Mhon_024781
K13878	Mhon_024782
K13880	Mhon_024782
K22204	Mhon_024782
K02432	Mhon_024784
K17310	Mhon_024788
K17310	Mhon_024792
K06171	Mhon_024793
K00236	Mhon_024795
K02219	Mhon_024797
K14565	Mhon_024800
K00469	Mhon_024804
K00469	Mhon_024805
K18079	Mhon_024807
K08515	Mhon_024809
K14319	Mhon_024811
K14319	Mhon_024812
K08871	Mhon_024819
K11721	Mhon_024819
K11722	Mhon_024819
K11724	Mhon_024819
K14568	Mhon_024819
K07944	Mhon_024821
K07374	Mhon_024822
K20284	Mhon_024823
K09371	Mhon_024828
K09372	Mhon_024828
K09371	Mhon_024829
K09372	Mhon_024829
K15690	Mhon_024830
K04849	Mhon_024832
K20278	Mhon_024834
K07375	Mhon_024836
K13728	Mhon_024839
K02890	Mhon_024841
K17780	Mhon_024844
K16761	Mhon_024846
K01189	Mhon_024847
K01204	Mhon_024847
K05124	Mhon_024852
K05125	Mhon_024852
K05906	Mhon_024852
K08376	Mhon_024865
K05761	Mhon_024867
K05768	Mhon_024867
K08017	Mhon_024867
K09527	Mhon_024869
K05312	Mhon_024874
K12398	Mhon_024882
K05610	Mhon_024888
K08588	Mhon_024888
K02599	Mhon_024889
K14560	Mhon_024891
K05175	Mhon_024892
K05181	Mhon_024894
K00729	Mhon_024905
K03027	Mhon_024905
K20631	Mhon_024908
K16059	Mhon_024909
K09188	Mhon_024911
K13780	Mhon_024912
K16939	Mhon_024913
K16749	Mhon_024916
K19501	Mhon_024918
K19501	Mhon_024919
K13780	Mhon_024920
K01698	Mhon_024921
K01698	Mhon_024922
K20160	Mhon_024933
K20161	Mhon_024933
K12181	Mhon_024937
K12181	Mhon_024938
K20526	Mhon_024945
K01001	Mhon_024947
K11251	Mhon_024948
K02216	Mhon_024949
K09258	Mhon_024950
K14025	Mhon_024952
K14405	Mhon_024968
K13617	Mhon_024970
K16751	Mhon_024971
K18808	Mhon_024974
K02907	Mhon_024975
K14553	Mhon_024976
K02434	Mhon_024978
K15698	Mhon_024986
K03946	Mhon_024992
K08857	Mhon_024993
K20877	Mhon_024993
K20689	Mhon_024996
K14391	Mhon_024998
K14391	Mhon_024999
K14391	Mhon_025000
K01374	Mhon_025006
K02985	Mhon_025007
K16506	Mhon_025008
K02903	Mhon_025013
K18166	Mhon_025017
K00387	Mhon_025027
K00727	Mhon_025028
K00742	Mhon_025028
K09662	Mhon_025028
K00742	Mhon_025029
K18932	Mhon_025030
K02678	Mhon_025032
K21932	Mhon_025032
K00864	Mhon_025033
K00864	Mhon_025035
K02324	Mhon_025036
K12165	Mhon_025039
K02324	Mhon_025040
K02324	Mhon_025041
K12165	Mhon_025044
K01310	Mhon_025049
K09640	Mhon_025049
K05661	Mhon_025050
K05663	Mhon_025050
K13912	Mhon_025051
K13912	Mhon_025053
K16770	Mhon_025055
K16770	Mhon_025056
K01528	Mhon_025058
K08193	Mhon_025063
K12302	Mhon_025063
K12185	Mhon_025066
K12581	Mhon_025067
K17382	Mhon_025072
K12850	Mhon_025073
K17635	Mhon_025074
K14686	Mhon_025075
K17478	Mhon_025076
K01158	Mhon_025077
K01158	Mhon_025078
K01158	Mhon_025079
K01158	Mhon_025080
K05692	Mhon_025082
K19932	Mhon_025085
K13912	Mhon_025086
K05693	Mhon_025087
K05695	Mhon_025087
K06776	Mhon_025087
K13297	Mhon_025087
K00344	Mhon_025095
K00809	Mhon_025102
K01930	Mhon_025104
K04431	Mhon_025105
K00503	Mhon_025106
K00503	Mhon_025107
K04863	Mhon_025108
K10397	Mhon_025109
K03440	Mhon_025110
K14818	Mhon_025110
K08334	Mhon_025111
K08193	Mhon_025163
K04520	Mhon_025164
K01112	Mhon_025171
K16685	Mhon_025173
K09493	Mhon_025175
K04498	Mhon_025177
K04498	Mhon_025180
K08049	Mhon_025182
K20317	Mhon_025183
K00948	Mhon_025185
K04649	Mhon_025186
K10260	Mhon_025189
K00020	Mhon_025191
K13807	Mhon_025192
K02223	Mhon_025193
K18170	Mhon_025194
K04194	Mhon_025195
K04195	Mhon_025195
K04196	Mhon_025195
K08378	Mhon_025195
K17492	Mhon_025196
K04530	Mhon_025200
K12836	Mhon_025203
K06170	Mhon_025206
K17725	Mhon_025207
K01893	Mhon_025208
K20397	Mhon_025209
K09428	Mhon_025217
K03679	Mhon_025220
K22257	Mhon_025222
K14297	Mhon_025223
K17920	Mhon_025224
K00940	Mhon_025230
K16479	Mhon_025235
K17757	Mhon_025239
K18764	Mhon_025241
K07899	Mhon_025242
K07900	Mhon_025242
K17307	Mhon_025244
K16506	Mhon_025245
K16669	Mhon_025245
K19366	Mhon_025246
K20989	Mhon_025248
K16507	Mhon_025249
K16507	Mhon_025250
K12318	Mhon_025251
K12319	Mhon_025251
K12319	Mhon_025252
K21594	Mhon_025268
K21643	Mhon_025268
K04137	Mhon_025269
K18763	Mhon_025283
K16581	Mhon_025286
K06832	Mhon_025311
K10091	Mhon_025311
K10093	Mhon_025311
K20300	Mhon_025311
K20724	Mhon_025315
K18486	Mhon_025318
K14563	Mhon_025320
K04398	Mhon_025325
K04400	Mhon_025325
K13748	Mhon_025328
K05012	Mhon_025354
K14558	Mhon_025366
K02155	Mhon_025367
K09488	Mhon_025368
K18808	Mhon_025369
K10756	Mhon_025375
K01071	Mhon_025377
K08582	Mhon_025380
K08582	Mhon_025381
K00976	Mhon_025383
K17686	Mhon_025385
K06051	Mhon_025386
K21635	Mhon_025386
K19613	Mhon_025388
K09216	Mhon_025389
K09330	Mhon_025390
K02902	Mhon_025397
K20989	Mhon_025400
K10740	Mhon_025401
K09488	Mhon_025403
K11366	Mhon_025405
K11850	Mhon_025405
K20989	Mhon_025414
K20989	Mhon_025420
K12812	Mhon_025427
K12812	Mhon_025430
K08745	Mhon_025432
K06259	Mhon_025436
K12384	Mhon_025436
K13885	Mhon_025436
K05749	Mhon_025437
K05749	Mhon_025438
K15381	Mhon_025439
K15381	Mhon_025440
K15381	Mhon_025441
K01835	Mhon_025442
K15779	Mhon_025442
K11428	Mhon_025450
K03424	Mhon_025457
K03424	Mhon_025458
K14285	Mhon_025459
K01637	Mhon_025462
K01638	Mhon_025462
K20792	Mhon_025463
K07920	Mhon_025464
K07917	Mhon_025466
K12606	Mhon_025472
K13208	Mhon_025474
K13208	Mhon_025475
K07252	Mhon_025477
K00773	Mhon_025478
K17342	Mhon_025480
K08031	Mhon_025481
K14527	Mhon_025484
K15014	Mhon_025485
K02599	Mhon_025487
K03926	Mhon_025493
K00019	Mhon_025497
K11154	Mhon_025497
K03679	Mhon_025498
K00698	Mhon_025499
K04911	Mhon_025500
K12351	Mhon_025501
K10427	Mhon_025502
K09530	Mhon_025503
K00698	Mhon_025504
K00698	Mhon_025508
K00698	Mhon_025510
K00698	Mhon_025511
K00698	Mhon_025512
K02970	Mhon_025514
K14306	Mhon_025515
K05306	Mhon_025516
K04422	Mhon_025519
K04423	Mhon_025519
K04555	Mhon_025520
K03164	Mhon_025521
K08574	Mhon_025522
K08574	Mhon_025526
K09569	Mhon_025532
K09577	Mhon_025532
K00698	Mhon_025533
K00698	Mhon_025534
K06233	Mhon_025535
K20049	Mhon_025535
K09569	Mhon_025537
K09577	Mhon_025537
K06233	Mhon_025538
K03935	Mhon_025551
K03016	Mhon_025558
K00681	Mhon_025559
K18592	Mhon_025559
K18586	Mhon_025560
K12621	Mhon_025561
K14998	Mhon_025561
K12662	Mhon_025563
K02732	Mhon_025564
K03627	Mhon_025567
K13509	Mhon_025574
K00666	Mhon_025576
K11188	Mhon_025580
K04950	Mhon_025584
K03871	Mhon_025585
K01173	Mhon_025586
K03124	Mhon_025589
K20875	Mhon_025597
K20876	Mhon_025597
K17981	Mhon_025598
K02739	Mhon_025600
K04507	Mhon_025604
K00461	Mhon_025605
K08054	Mhon_025610
K10086	Mhon_025624
K10485	Mhon_025639
K14071	Mhon_025640
K11971	Mhon_025643
K18741	Mhon_025644
K13736	Mhon_025645
K20071	Mhon_025645
K15444	Mhon_025649
K03644	Mhon_025650
K05668	Mhon_025658
K21863	Mhon_025658
K09191	Mhon_025665
K04967	Mhon_025666
K04967	Mhon_025667
K04966	Mhon_025668
K04970	Mhon_025668
K13220	Mhon_025671
K12160	Mhon_025673
K15731	Mhon_025674
K06233	Mhon_025678
K04550	Mhon_025679
K04550	Mhon_025681
K21804	Mhon_025683
K21805	Mhon_025683
K18270	Mhon_025685
K18270	Mhon_025688
K18270	Mhon_025693
K02975	Mhon_025694
K10886	Mhon_025694
K10134	Mhon_025695
K06874	Mhon_025701
K00911	Mhon_025706
K02684	Mhon_025708
K16733	Mhon_025708
K04420	Mhon_025709
K04421	Mhon_025709
K10086	Mhon_025729
K09560	Mhon_025737
K01016	Mhon_025738
K15175	Mhon_025739
K01057	Mhon_025740
K02202	Mhon_025741
K16524	Mhon_025742
K07192	Mhon_025747
K15180	Mhon_025749
K17633	Mhon_025751
K19901	Mhon_025751
K00624	Mhon_025753
K18741	Mhon_025754
K07579	Mhon_025765
K07579	Mhon_025766
K14850	Mhon_025767
K17478	Mhon_025767
K11842	Mhon_025769
K02889	Mhon_025770
K01109	Mhon_025771
K21918	Mhon_025772
K02910	Mhon_025775
K05200	Mhon_025790
K18283	Mhon_025791
K03877	Mhon_025795
K07820	Mhon_025795
K03877	Mhon_025797
K07820	Mhon_025797
K03877	Mhon_025798
K07820	Mhon_025798
K16461	Mhon_025800
K17544	Mhon_025804
K01444	Mhon_025805
K05175	Mhon_025806
K14453	Mhon_025807
K14701	Mhon_025807
K14703	Mhon_025807
K02359	Mhon_025810
K12948	Mhon_025811
K01285	Mhon_025812
K12162	Mhon_025813
K03909	Mhon_025814
K09057	Mhon_025823
K14347	Mhon_025825
K04239	Mhon_025827
K04282	Mhon_025827
K04284	Mhon_025827
K05730	Mhon_025875
K20285	Mhon_025877
K10143	Mhon_025879
K20166	Mhon_025880
K04974	Mhon_025882
K11703	Mhon_025891
K04151	Mhon_025896
K05741	Mhon_025897
K16688	Mhon_025897
K05741	Mhon_025898
K16688	Mhon_025898
K05741	Mhon_025899
K16688	Mhon_025899
K05741	Mhon_025900
K16688	Mhon_025900
K05741	Mhon_025901
K16688	Mhon_025901
K16482	Mhon_025902
K18404	Mhon_025902
K00142	Mhon_025903
K03357	Mhon_025904
K00789	Mhon_025905
K19519	Mhon_025917
K11490	Mhon_025918
K20051	Mhon_025923
K01365	Mhon_025930
K01365	Mhon_025931
K12171	Mhon_025939
K17278	Mhon_025942
K14803	Mhon_025944
K14158	Mhon_025950
K14389	Mhon_025950
K14383	Mhon_025950
K14391	Mhon_025950
K14383	Mhon_025951
K14389	Mhon_025951
K14158	Mhon_025952
K14383	Mhon_025952
K14389	Mhon_025952
K14391	Mhon_025952
K14389	Mhon_025953
K08051	Mhon_025960
K14073	Mhon_025961
K14075	Mhon_025961
K20298	Mhon_025970
K13146	Mhon_025974
K13157	Mhon_025975
K03350	Mhon_025976
K14206	Mhon_025977
K16573	Mhon_025977
K14158	Mhon_025978
K14383	Mhon_025978
K14389	Mhon_025978
K14391	Mhon_025978
K00799	Mhon_025985
K12186	Mhon_025987
K03450	Mhon_025988
K13780	Mhon_025988
K13867	Mhon_025988
K13872	Mhon_025988
K01044	Mhon_026003
K01049	Mhon_026003
K01050	Mhon_026003
K01063	Mhon_026003
K03927	Mhon_026003
K07378	Mhon_026003
K14999	Mhon_026003
K01044	Mhon_026004
K01049	Mhon_026004
K01050	Mhon_026004
K01063	Mhon_026004
K03927	Mhon_026004
K07378	Mhon_026004
K14999	Mhon_026004
K16817	Mhon_026008
K16817	Mhon_026010
K16817	Mhon_026011
K16817	Mhon_026013
K16817	Mhon_026014
K00710	Mhon_026015
K20217	Mhon_026017
K07532	Mhon_026025
K12331	Mhon_026025
K15442	Mhon_026029
K18808	Mhon_026030
K18808	Mhon_026032
K18808	Mhon_026035
K18808	Mhon_026037
K11430	Mhon_026043
K11140	Mhon_026053
K00744	Mhon_026054
K09661	Mhon_026054
K01724	Mhon_026055
K00698	Mhon_026057
K00698	Mhon_026058
K04727	Mhon_026062
K12190	Mhon_026064
K04676	Mhon_026068
K16790	Mhon_026068
K13706	Mhon_026072
K12190	Mhon_026077
K13706	Mhon_026079
K17605	Mhon_026082
K09545	Mhon_026088
K18411	Mhon_026095
K14386	Mhon_026097
K14388	Mhon_026097
K09329	Mhon_026101
K04887	Mhon_026105
K04887	Mhon_026106
K15683	Mhon_026111
K10587	Mhon_026112
K12232	Mhon_026112
K11654	Mhon_026113
K01187	Mhon_026123
K10313	Mhon_026125
K01590	Mhon_026126
K01593	Mhon_026126
K01230	Mhon_026130
K03248	Mhon_026131
K09490	Mhon_026133
K07575	Mhon_026145
K06272	Mhon_026147
K05864	Mhon_026148
K09566	Mhon_026148
K10573	Mhon_026149
K10574	Mhon_026149
K01376	Mhon_026150
K04438	Mhon_026151
K07364	Mhon_026153
K15148	Mhon_026154
K21412	Mhon_026155
K18079	Mhon_026156
K05200	Mhon_026157
K05313	Mhon_026157
K05200	Mhon_026158
K05313	Mhon_026158
K05200	Mhon_026159
K05313	Mhon_026159
K05200	Mhon_026160
K05200	Mhon_026161
K05193	Mhon_026166
K05194	Mhon_026166
K05195	Mhon_026166
K05273	Mhon_026166
K05194	Mhon_026168
K05195	Mhon_026168
K05273	Mhon_026168
K20363	Mhon_026189
K02940	Mhon_026191
K11849	Mhon_026193
K11849	Mhon_026194
K21122	Mhon_026194
K00019	Mhon_026199
K13780	Mhon_026213
K09049	Mhon_026225
K09054	Mhon_026225
K19755	Mhon_026230
K19009	Mhon_026233
K02966	Mhon_026235
K10902	Mhon_026240
K00738	Mhon_026241
K10408	Mhon_026254
K10408	Mhon_026255
K10408	Mhon_026258
K01136	Mhon_026259
K01940	Mhon_026261
K08517	Mhon_026263
K20353	Mhon_026264
K03144	Mhon_026267
K01873	Mhon_026268
K00942	Mhon_026279
K17808	Mhon_026281
K13855	Mhon_026282
K13858	Mhon_026282
K13859	Mhon_026282
K13861	Mhon_026282
K13855	Mhon_026284
K13858	Mhon_026284
K13859	Mhon_026284
K13861	Mhon_026284
K18808	Mhon_026287
K20217	Mhon_026288
K20217	Mhon_026289
K09207	Mhon_026292
K02375	Mhon_026295
K06497	Mhon_026296
K04465	Mhon_026298
K08558	Mhon_026298
K09481	Mhon_026303
K03671	Mhon_026304
K04397	Mhon_026307
K04398	Mhon_026307
K20798	Mhon_026317
K13712	Mhon_026318
K20242	Mhon_026323
K09578	Mhon_026324
K19360	Mhon_026325
K19868	Mhon_026326
K10408	Mhon_026332
K10408	Mhon_026333
K10408	Mhon_026334
K10408	Mhon_026335
K18808	Mhon_026340
K10408	Mhon_026343
K03377	Mhon_026354
K10595	Mhon_026359
K19737	Mhon_026361
K10595	Mhon_026362
K19737	Mhon_026363
K09504	Mhon_026364
K18619	Mhon_026365
K15307	Mhon_026376
K10408	Mhon_026382
K04521	Mhon_026383
K19626	Mhon_026385
K08376	Mhon_026394
K19355	Mhon_026421
K17080	Mhon_026429
K06753	Mhon_026435
K06754	Mhon_026435
K17095	Mhon_026439
K20178	Mhon_026441
K18080	Mhon_026444
K14293	Mhon_026445
K18584	Mhon_026446
K00927	Mhon_026448
K05193	Mhon_026451
K05194	Mhon_026451
K05195	Mhon_026451
K05273	Mhon_026451
K06133	Mhon_026452
K05635	Mhon_026454
K05635	Mhon_026469
K17780	Mhon_026480
K17780	Mhon_026507
K20314	Mhon_026508
K14443	Mhon_026509
K11850	Mhon_026510
K11850	Mhon_026517
K11850	Mhon_026518
K14443	Mhon_026519
K03012	Mhon_026522
K11314	Mhon_026522
K01869	Mhon_026524
K03012	Mhon_026527
K11314	Mhon_026527
K01869	Mhon_026529
K14209	Mhon_026532
K19863	Mhon_026534
K00966	Mhon_026536
K14000	Mhon_026536
K11253	Mhon_026537
K09206	Mhon_026555
K09207	Mhon_026555
K09212	Mhon_026555
K01952	Mhon_026556
K12669	Mhon_026557
K12563	Mhon_026558
K12564	Mhon_026558
K01892	Mhon_026561
K01077	Mhon_026579
K00019	Mhon_026583
K00019	Mhon_026584
K11154	Mhon_026584
K21918	Mhon_026585
K05038	Mhon_026588
K12319	Mhon_026602
K17479	Mhon_026602
K09441	Mhon_026604
K01490	Mhon_026632
K19519	Mhon_026634
K19519	Mhon_026635
K07594	Mhon_026639
K09310	Mhon_026641
K20632	Mhon_026646
K19748	Mhon_026656
K08740	Mhon_026658
K14415	Mhon_026658
K13147	Mhon_026659
K14998	Mhon_026661
K03949	Mhon_026662
K01749	Mhon_026665
K01074	Mhon_026669
K01074	Mhon_026671
K18740	Mhon_026673
K18740	Mhon_026677
K18740	Mhon_026678
K18740	Mhon_026679
K18740	Mhon_026680
K18740	Mhon_026685
K03714	Mhon_026693
K02895	Mhon_026694
K10669	Mhon_026699
K02857	Mhon_026700
K02513	Mhon_026703
K13210	Mhon_026704
K20121	Mhon_026706
K07750	Mhon_026709
K22282	Mhon_026709
K13148	Mhon_026720
K13148	Mhon_026721
K08618	Mhon_026735
K08619	Mhon_026735
K06841	Mhon_026736
K06842	Mhon_026736
K11090	Mhon_026764
K00111	Mhon_026768
K04361	Mhon_026769
K05083	Mhon_026769
K05085	Mhon_026769
K17915	Mhon_026773
K11967	Mhon_026779
K00453	Mhon_026780
K01867	Mhon_026781
K10402	Mhon_026781
K01867	Mhon_026789
K10402	Mhon_026789
K00453	Mhon_026791
K07588	Mhon_026792
K01443	Mhon_026797
K09435	Mhon_026803
K09436	Mhon_026803
K09437	Mhon_026804
K09443	Mhon_026804
K08106	Mhon_026805
K06580	Mhon_026808
K20793	Mhon_026809
K02879	Mhon_026824
K04811	Mhon_026825
K05312	Mhon_026825
K18328	Mhon_026838
K18328	Mhon_026840
K14611	Mhon_026841
K14611	Mhon_026842
K05088	Mhon_026855
K05119	Mhon_026855
K07127	Mhon_026856
K21813	Mhon_026858
K20028	Mhon_026860
K10627	Mhon_026864
K10627	Mhon_026866
K08701	Mhon_026884
K14165	Mhon_026885
K03521	Mhon_026886
K19532	Mhon_026887
K04725	Mhon_026888
K16060	Mhon_026888
K16061	Mhon_026888
K18438	Mhon_026895
K17824	Mhon_026896
K10414	Mhon_026897
K11316	Mhon_026899
K14381	Mhon_026905
K07197	Mhon_026908
K09107	Mhon_026908
K07197	Mhon_026909
K09107	Mhon_026909
K05038	Mhon_026917
K12862	Mhon_026919
K12348	Mhon_026923
K07213	Mhon_026924
K01580	Mhon_026932
K07819	Mhon_026944
K02175	Mhon_026958
K07819	Mhon_026958
K19682	Mhon_026962
K03349	Mhon_026964
K11267	Mhon_026967
K11672	Mhon_026968
K12813	Mhon_026969
K12161	Mhon_026970
K17542	Mhon_026971
K14409	Mhon_026973
K16743	Mhon_026974
K08825	Mhon_026980
K00864	Mhon_026983
K10272	Mhon_026999
K10712	Mhon_027000
K10712	Mhon_027001
K14317	Mhon_027003
K16219	Mhon_027003
K03679	Mhon_027004
K06619	Mhon_027005
K18932	Mhon_027007
K04362	Mhon_027009
K05093	Mhon_027009
K05094	Mhon_027009
K05126	Mhon_027009
K08252	Mhon_027009
K15177	Mhon_027020
K13337	Mhon_027022
K16311	Mhon_027035
K19008	Mhon_027035
K19009	Mhon_027035
K13100	Mhon_027039
K22037	Mhon_027043
K20162	Mhon_027050
K02984	Mhon_027052
K02984	Mhon_027053
K03844	Mhon_027055
K06911	Mhon_027063
K06911	Mhon_027066
K18808	Mhon_027068
K21440	Mhon_027077
K14406	Mhon_027081
K14406	Mhon_027082
K11153	Mhon_027083
K05039	Mhon_027086
K05048	Mhon_027086
K05334	Mhon_027086
K05038	Mhon_027087
K10350	Mhon_027088
K05754	Mhon_027089
K10730	Mhon_027092
K02932	Mhon_027095
K17887	Mhon_027097
K08331	Mhon_027110
K09228	Mhon_027114
K20796	Mhon_027114
K20796	Mhon_027120
K06058	Mhon_027138
K11997	Mhon_027138
K12026	Mhon_027138
K00002	Mhon_027148
K00011	Mhon_027148
K19372	Mhon_027151
K22037	Mhon_027155
K22037	Mhon_027158
K00049	Mhon_027162
K13403	Mhon_027162
K00049	Mhon_027164
K13403	Mhon_027164
K01183	Mhon_027166
K08465	Mhon_027170
K05038	Mhon_027172
K12307	Mhon_027187
K01187	Mhon_027188
K14210	Mhon_027188
K15498	Mhon_027189
K15498	Mhon_027190
K06174	Mhon_027195
K01412	Mhon_027197
K06174	Mhon_027199
K05193	Mhon_027204
K05194	Mhon_027204
K05195	Mhon_027204
K05273	Mhon_027204
K05193	Mhon_027206
K05194	Mhon_027206
K05195	Mhon_027206
K05273	Mhon_027206
K10146	Mhon_027208
K08451	Mhon_027218
K08463	Mhon_027218
K12309	Mhon_027221
K06704	Mhon_027226
K01045	Mhon_027227
K18808	Mhon_027232
K18808	Mhon_027233
K06114	Mhon_027235
K08673	Mhon_027236
K08189	Mhon_027250
K11810	Mhon_027250
K06767	Mhon_027256
K06768	Mhon_027256
K09195	Mhon_027266
K09200	Mhon_027266
K08834	Mhon_027268
K17481	Mhon_027268
K05312	Mhon_027277
K05312	Mhon_027286
