KOG	Genes
P	Mhon_021512
S	Mhon_021513
T	Mhon_021514
T	Mhon_021515
E	Mhon_021527
E	Mhon_021528
O	Mhon_021530
B	Mhon_021531
K	Mhon_021531
O	Mhon_021532
B	Mhon_021533
K	Mhon_021533
O	Mhon_021535
S	Mhon_021536
O	Mhon_021537
O	Mhon_021542
C	Mhon_021548
O	Mhon_021549
S	Mhon_021552
C	Mhon_021553
S	Mhon_021555
O	Mhon_021556
S	Mhon_021558
O	Mhon_021559
S	Mhon_021560
O	Mhon_021561
O	Mhon_021562
G	Mhon_021563
S	Mhon_021566
J	Mhon_021570
L	Mhon_021571
S	Mhon_021572
C	Mhon_021577
J	Mhon_021580
J	Mhon_021581
S	Mhon_021582
S	Mhon_021583
G	Mhon_021584
O	Mhon_021584
U	Mhon_021584
D	Mhon_021585
S	Mhon_021586
J	Mhon_021588
G	Mhon_021589
S	Mhon_021590
A	Mhon_021591
K	Mhon_021592
T	Mhon_021593
O	Mhon_021597
P	Mhon_021598
P	Mhon_021603
S	Mhon_021605
V	Mhon_021606
P	Mhon_021614
P	Mhon_021615
O	Mhon_021616
E	Mhon_021617
S	Mhon_021618
G	Mhon_021619
S	Mhon_021624
P	Mhon_021628
T	Mhon_021628
S	Mhon_021629
G	Mhon_021632
D	Mhon_021637
O	Mhon_021637
D	Mhon_021640
O	Mhon_021640
C	Mhon_021646
S	Mhon_021653
P	Mhon_021655
T	Mhon_021655
G	Mhon_021675
T	Mhon_021676
T	Mhon_021677
S	Mhon_021682
S	Mhon_021683
V	Mhon_021691
K	Mhon_021692
J	Mhon_021696
O	Mhon_021698
O	Mhon_021699
S	Mhon_021700
S	Mhon_021701
O	Mhon_021703
O	Mhon_021704
V	Mhon_021707
S	Mhon_021708
W	Mhon_021710
S	Mhon_021717
S	Mhon_021718
S	Mhon_021719
S	Mhon_021720
S	Mhon_021721
S	Mhon_021722
P	Mhon_021723
P	Mhon_021724
P	Mhon_021725
O	Mhon_021726
T	Mhon_021733
O	Mhon_021738
H	Mhon_021741
H	Mhon_021742
U	Mhon_021743
T	Mhon_021747
V	Mhon_021747
O	Mhon_021750
K	Mhon_021753
S	Mhon_021754
T	Mhon_021755
K	Mhon_021756
S	Mhon_021759
P	Mhon_021761
J	Mhon_021762
S	Mhon_021763
O	Mhon_021764
S	Mhon_021765
T	Mhon_021767
V	Mhon_021767
S	Mhon_021771
S	Mhon_021772
O	Mhon_021773
H	Mhon_021774
H	Mhon_021775
K	Mhon_021780
F	Mhon_021782
E	Mhon_021783
O	Mhon_021784
S	Mhon_021787
F	Mhon_021788
A	Mhon_021789
S	Mhon_021799
O	Mhon_021802
U	Mhon_021802
P	Mhon_021804
S	Mhon_021808
T	Mhon_021809
T	Mhon_021811
O	Mhon_021813
J	Mhon_021815
S	Mhon_021817
O	Mhon_021818
O	Mhon_021819
E	Mhon_021820
S	Mhon_021821
S	Mhon_021822
H	Mhon_021823
G	Mhon_021825
T	Mhon_021828
V	Mhon_021828
O	Mhon_021830
O	Mhon_021831
S	Mhon_021832
O	Mhon_021834
O	Mhon_021835
S	Mhon_021837
C	Mhon_021839
S	Mhon_021840
S	Mhon_021843
S	Mhon_021848
K	Mhon_021849
K	Mhon_021851
K	Mhon_021853
D	Mhon_021854
D	Mhon_021855
Z	Mhon_021855
S	Mhon_021856
S	Mhon_021857
S	Mhon_021858
U	Mhon_021880
S	Mhon_021881
K	Mhon_021884
D	Mhon_021889
L	Mhon_021889
U	Mhon_021890
E	Mhon_021892
G	Mhon_021893
C	Mhon_021894
C	Mhon_021896
S	Mhon_021898
T	Mhon_021899
S	Mhon_021900
L	Mhon_021901
E	Mhon_021911
P	Mhon_021912
S	Mhon_021913
S	Mhon_021914
O	Mhon_021917
A	Mhon_021918
A	Mhon_021919
A	Mhon_021922
A	Mhon_021924
O	Mhon_021928
Q	Mhon_021929
S	Mhon_021930
S	Mhon_021931
S	Mhon_021932
S	Mhon_021933
S	Mhon_021934
T	Mhon_021935
K	Mhon_021937
D	Mhon_021938
L	Mhon_021939
J	Mhon_021941
Z	Mhon_021945
Z	Mhon_021946
Z	Mhon_021947
Z	Mhon_021948
S	Mhon_021949
S	Mhon_021950
K	Mhon_021951
L	Mhon_021951
J	Mhon_021952
K	Mhon_021955
L	Mhon_021955
O	Mhon_021955
O	Mhon_021961
O	Mhon_021962
T	Mhon_021965
S	Mhon_021967
C	Mhon_021970
K	Mhon_021971
T	Mhon_021974
T	Mhon_021979
E	Mhon_021980
E	Mhon_021981
M	Mhon_021982
S	Mhon_021983
T	Mhon_021984
T	Mhon_021986
V	Mhon_021986
S	Mhon_022007
S	Mhon_022008
L	Mhon_022009
T	Mhon_022010
S	Mhon_022011
S	Mhon_022012
C	Mhon_022016
S	Mhon_022017
S	Mhon_022018
S	Mhon_022020
O	Mhon_022021
T	Mhon_022025
Z	Mhon_022025
O	Mhon_022026
J	Mhon_022031
U	Mhon_022032
F	Mhon_022034
S	Mhon_022035
F	Mhon_022038
Q	Mhon_022040
V	Mhon_022041
V	Mhon_022042
L	Mhon_022043
S	Mhon_022044
O	Mhon_022045
E	Mhon_022046
B	Mhon_022047
I	Mhon_022049
T	Mhon_022049
Q	Mhon_022050
T	Mhon_022051
A	Mhon_022052
Q	Mhon_022055
S	Mhon_022057
O	Mhon_022058
E	Mhon_022059
I	Mhon_022063
O	Mhon_022065
S	Mhon_022067
T	Mhon_022068
T	Mhon_022070
T	Mhon_022072
S	Mhon_022074
A	Mhon_022075
S	Mhon_022076
D	Mhon_022077
N	Mhon_022077
Z	Mhon_022078
A	Mhon_022079
S	Mhon_022081
G	Mhon_022091
G	Mhon_022092
G	Mhon_022094
G	Mhon_022095
F	Mhon_022098
Q	Mhon_022116
U	Mhon_022117
Y	Mhon_022117
K	Mhon_022118
U	Mhon_022119
Y	Mhon_022119
S	Mhon_022121
G	Mhon_022122
O	Mhon_022123
Q	Mhon_022124
V	Mhon_022125
G	Mhon_022130
G	Mhon_022132
T	Mhon_022133
S	Mhon_022134
S	Mhon_022135
G	Mhon_022136
O	Mhon_022136
B	Mhon_022138
Z	Mhon_022139
F	Mhon_022141
A	Mhon_022151
A	Mhon_022152
D	Mhon_022153
U	Mhon_022154
G	Mhon_022155
A	Mhon_022157
I	Mhon_022158
C	Mhon_022161
O	Mhon_022162
K	Mhon_022163
T	Mhon_022166
T	Mhon_022167
V	Mhon_022167
S	Mhon_022168
Z	Mhon_022170
O	Mhon_022171
O	Mhon_022175
T	Mhon_022176
T	Mhon_022178
V	Mhon_022178
S	Mhon_022179
S	Mhon_022180
Z	Mhon_022181
O	Mhon_022182
T	Mhon_022183
L	Mhon_022187
W	Mhon_022188
T	Mhon_022191
S	Mhon_022207
I	Mhon_022208
A	Mhon_022209
M	Mhon_022214
U	Mhon_022214
D	Mhon_022215
P	Mhon_022215
S	Mhon_022216
Z	Mhon_022219
Z	Mhon_022220
K	Mhon_022222
L	Mhon_022222
S	Mhon_022223
S	Mhon_022224
J	Mhon_022226
S	Mhon_022227
P	Mhon_022231
P	Mhon_022233
C	Mhon_022235
B	Mhon_022236
T	Mhon_022236
S	Mhon_022237
J	Mhon_022238
E	Mhon_022239
C	Mhon_022240
I	Mhon_022242
T	Mhon_022250
S	Mhon_022251
K	Mhon_022259
F	Mhon_022260
E	Mhon_022261
F	Mhon_022262
E	Mhon_022263
P	Mhon_022264
P	Mhon_022265
S	Mhon_022266
O	Mhon_022267
I	Mhon_022268
S	Mhon_022269
O	Mhon_022270
J	Mhon_022271
O	Mhon_022274
J	Mhon_022276
J	Mhon_022277
W	Mhon_022279
V	Mhon_022280
J	Mhon_022281
A	Mhon_022282
O	Mhon_022283
T	Mhon_022283
T	Mhon_022284
O	Mhon_022285
S	Mhon_022286
I	Mhon_022291
C	Mhon_022292
S	Mhon_022297
S	Mhon_022299
S	Mhon_022300
K	Mhon_022304
K	Mhon_022305
I	Mhon_022306
I	Mhon_022313
Q	Mhon_022313
Z	Mhon_022316
S	Mhon_022318
S	Mhon_022322
S	Mhon_022325
J	Mhon_022326
G	Mhon_022328
S	Mhon_022329
O	Mhon_022330
O	Mhon_022331
K	Mhon_022333
L	Mhon_022333
G	Mhon_022335
E	Mhon_022338
S	Mhon_022339
D	Mhon_022340
D	Mhon_022341
V	Mhon_022342
S	Mhon_022343
Z	Mhon_022344
J	Mhon_022345
S	Mhon_022346
U	Mhon_022347
S	Mhon_022349
U	Mhon_022351
C	Mhon_022352
S	Mhon_022354
C	Mhon_022355
V	Mhon_022356
S	Mhon_022357
L	Mhon_022358
K	Mhon_022359
S	Mhon_022360
I	Mhon_022361
N	Mhon_022363
S	Mhon_022365
P	Mhon_022367
S	Mhon_022369
P	Mhon_022372
S	Mhon_022375
I	Mhon_022377
O	Mhon_022378
G	Mhon_022383
O	Mhon_022384
Z	Mhon_022387
T	Mhon_022388
K	Mhon_022394
E	Mhon_022396
T	Mhon_022398
G	Mhon_022399
O	Mhon_022400
U	Mhon_022401
G	Mhon_022402
O	Mhon_022403
E	Mhon_022404
G	Mhon_022404
F	Mhon_022408
S	Mhon_022409
U	Mhon_022410
S	Mhon_022413
G	Mhon_022414
S	Mhon_022419
S	Mhon_022421
O	Mhon_022428
P	Mhon_022430
T	Mhon_022430
S	Mhon_022432
T	Mhon_022433
Z	Mhon_022435
S	Mhon_022437
G	Mhon_022440
O	Mhon_022442
S	Mhon_022445
P	Mhon_022447
S	Mhon_022448
J	Mhon_022452
J	Mhon_022453
C	Mhon_022455
D	Mhon_022456
S	Mhon_022459
J	Mhon_022460
I	Mhon_022462
S	Mhon_022463
K	Mhon_022470
A	Mhon_022487
O	Mhon_022489
K	Mhon_022491
O	Mhon_022492
Z	Mhon_022494
S	Mhon_022497
L	Mhon_022498
P	Mhon_022499
C	Mhon_022502
C	Mhon_022504
O	Mhon_022507
Z	Mhon_022508
Q	Mhon_022509
A	Mhon_022510
K	Mhon_022511
T	Mhon_022515
S	Mhon_022516
U	Mhon_022517
T	Mhon_022518
O	Mhon_022520
O	Mhon_022522
T	Mhon_022524
K	Mhon_022526
T	Mhon_022535
S	Mhon_022536
U	Mhon_022539
P	Mhon_022541
P	Mhon_022544
T	Mhon_022545
O	Mhon_022547
Z	Mhon_022548
I	Mhon_022549
T	Mhon_022549
Z	Mhon_022554
H	Mhon_022567
S	Mhon_022568
K	Mhon_022569
T	Mhon_022572
S	Mhon_022573
A	Mhon_022574
U	Mhon_022575
S	Mhon_022579
P	Mhon_022580
Q	Mhon_022584
G	Mhon_022593
V	Mhon_022594
A	Mhon_022597
Z	Mhon_022598
A	Mhon_022599
P	Mhon_022602
E	Mhon_022603
T	Mhon_022603
E	Mhon_022604
T	Mhon_022604
O	Mhon_022605
T	Mhon_022607
K	Mhon_022608
K	Mhon_022609
K	Mhon_022610
A	Mhon_022614
D	Mhon_022619
U	Mhon_022619
Z	Mhon_022619
S	Mhon_022623
S	Mhon_022631
S	Mhon_022637
Q	Mhon_022638
T	Mhon_022639
K	Mhon_022640
P	Mhon_022642
S	Mhon_022651
O	Mhon_022652
I	Mhon_022657
G	Mhon_022661
S	Mhon_022662
P	Mhon_022665
Q	Mhon_022666
Q	Mhon_022667
Q	Mhon_022668
E	Mhon_022670
E	Mhon_022671
E	Mhon_022672
S	Mhon_022678
Z	Mhon_022680
T	Mhon_022683
I	Mhon_022684
T	Mhon_022688
S	Mhon_022691
O	Mhon_022692
U	Mhon_022694
Y	Mhon_022694
A	Mhon_022695
S	Mhon_022696
K	Mhon_022701
S	Mhon_022702
A	Mhon_022704
S	Mhon_022705
S	Mhon_022707
S	Mhon_022709
J	Mhon_022711
S	Mhon_022714
S	Mhon_022715
E	Mhon_022716
P	Mhon_022716
T	Mhon_022716
T	Mhon_022717
I	Mhon_022718
E	Mhon_022719
U	Mhon_022721
U	Mhon_022723
S	Mhon_022724
J	Mhon_022725
S	Mhon_022726
U	Mhon_022729
K	Mhon_022732
K	Mhon_022733
S	Mhon_022737
S	Mhon_022739
E	Mhon_022744
K	Mhon_022748
A	Mhon_022751
A	Mhon_022752
E	Mhon_022754
S	Mhon_022756
O	Mhon_022757
A	Mhon_022758
O	Mhon_022759
S	Mhon_022760
K	Mhon_022764
O	Mhon_022769
Q	Mhon_022772
K	Mhon_022773
S	Mhon_022774
O	Mhon_022775
I	Mhon_022783
F	Mhon_022785
S	Mhon_022786
U	Mhon_022788
S	Mhon_022789
T	Mhon_022790
E	Mhon_022793
S	Mhon_022794
S	Mhon_022796
T	Mhon_022803
I	Mhon_022806
N	Mhon_022823
C	Mhon_022824
O	Mhon_022824
S	Mhon_022827
P	Mhon_022831
P	Mhon_022832
F	Mhon_022833
C	Mhon_022834
U	Mhon_022835
I	Mhon_022841
I	Mhon_022842
C	Mhon_022844
U	Mhon_022845
S	Mhon_022846
K	Mhon_022847
A	Mhon_022848
G	Mhon_022851
T	Mhon_022852
T	Mhon_022853
J	Mhon_022854
J	Mhon_022855
K	Mhon_022856
U	Mhon_022857
W	Mhon_022858
K	Mhon_022860
P	Mhon_022862
C	Mhon_022863
P	Mhon_022864
P	Mhon_022866
S	Mhon_022867
J	Mhon_022870
S	Mhon_022871
L	Mhon_022874
L	Mhon_022875
E	Mhon_022876
D	Mhon_022882
O	Mhon_022883
D	Mhon_022884
D	Mhon_022885
P	Mhon_022889
P	Mhon_022890
S	Mhon_022891
T	Mhon_022892
S	Mhon_022894
T	Mhon_022901
T	Mhon_022904
T	Mhon_022908
M	Mhon_022911
O	Mhon_022912
T	Mhon_022912
G	Mhon_022914
J	Mhon_022917
P	Mhon_022918
O	Mhon_022919
O	Mhon_022929
C	Mhon_022930
S	Mhon_022931
S	Mhon_022932
A	Mhon_022933
K	Mhon_022934
O	Mhon_022936
S	Mhon_022937
S	Mhon_022938
S	Mhon_022939
S	Mhon_022949
S	Mhon_022953
Q	Mhon_022958
A	Mhon_022959
A	Mhon_022960
A	Mhon_022962
C	Mhon_022965
F	Mhon_022966
G	Mhon_022967
S	Mhon_022968
J	Mhon_022969
A	Mhon_022979
E	Mhon_022980
S	Mhon_022982
T	Mhon_022983
T	Mhon_022985
J	Mhon_022987
K	Mhon_022988
I	Mhon_022990
O	Mhon_022991
O	Mhon_022992
O	Mhon_022994
S	Mhon_022995
S	Mhon_022996
K	Mhon_022998
Q	Mhon_022999
J	Mhon_023000
D	Mhon_023001
E	Mhon_023002
F	Mhon_023002
S	Mhon_023003
S	Mhon_023004
S	Mhon_023014
U	Mhon_023020
G	Mhon_023021
T	Mhon_023021
U	Mhon_023022
Z	Mhon_023022
Z	Mhon_023023
S	Mhon_023026
O	Mhon_023031
K	Mhon_023032
G	Mhon_023033
L	Mhon_023035
U	Mhon_023040
U	Mhon_023041
J	Mhon_023042
S	Mhon_023057
S	Mhon_023058
S	Mhon_023059
E	Mhon_023060
S	Mhon_023063
J	Mhon_023064
P	Mhon_023067
P	Mhon_023068
S	Mhon_023069
J	Mhon_023073
T	Mhon_023074
S	Mhon_023075
S	Mhon_023076
M	Mhon_023077
C	Mhon_023078
P	Mhon_023079
T	Mhon_023082
V	Mhon_023082
K	Mhon_023083
F	Mhon_023089
F	Mhon_023091
F	Mhon_023092
S	Mhon_023096
S	Mhon_023098
B	Mhon_023099
B	Mhon_023100
L	Mhon_023101
S	Mhon_023102
S	Mhon_023107
G	Mhon_023110
G	Mhon_023112
U	Mhon_023114
I	Mhon_023117
S	Mhon_023119
J	Mhon_023120
K	Mhon_023121
T	Mhon_023126
T	Mhon_023127
E	Mhon_023128
L	Mhon_023130
J	Mhon_023131
Q	Mhon_023132
S	Mhon_023133
S	Mhon_023137
O	Mhon_023141
T	Mhon_023144
O	Mhon_023145
S	Mhon_023146
U	Mhon_023149
S	Mhon_023150
T	Mhon_023153
J	Mhon_023154
K	Mhon_023155
S	Mhon_023156
A	Mhon_023157
M	Mhon_023158
S	Mhon_023160
G	Mhon_023161
K	Mhon_023162
C	Mhon_023164
B	Mhon_023165
P	Mhon_023167
K	Mhon_023170
K	Mhon_023171
K	Mhon_023172
J	Mhon_023173
K	Mhon_023174
O	Mhon_023174
T	Mhon_023175
S	Mhon_023176
S	Mhon_023179
S	Mhon_023183
T	Mhon_023189
S	Mhon_023191
S	Mhon_023197
T	Mhon_023207
T	Mhon_023209
F	Mhon_023210
E	Mhon_023212
F	Mhon_023215
C	Mhon_023217
C	Mhon_023218
T	Mhon_023219
Z	Mhon_023222
Z	Mhon_023223
A	Mhon_023229
O	Mhon_023230
S	Mhon_023233
S	Mhon_023234
S	Mhon_023235
K	Mhon_023236
S	Mhon_023237
L	Mhon_023251
T	Mhon_023252
S	Mhon_023253
L	Mhon_023256
A	Mhon_023257
J	Mhon_023258
Q	Mhon_023260
Q	Mhon_023261
Q	Mhon_023262
Q	Mhon_023263
I	Mhon_023264
Q	Mhon_023264
C	Mhon_023268
J	Mhon_023269
S	Mhon_023270
T	Mhon_023271
T	Mhon_023272
E	Mhon_023276
L	Mhon_023277
O	Mhon_023279
S	Mhon_023281
S	Mhon_023290
T	Mhon_023291
P	Mhon_023292
S	Mhon_023294
U	Mhon_023295
T	Mhon_023296
A	Mhon_023298
T	Mhon_023302
T	Mhon_023303
T	Mhon_023306
T	Mhon_023307
T	Mhon_023311
G	Mhon_023321
F	Mhon_023323
F	Mhon_023324
S	Mhon_023325
S	Mhon_023330
S	Mhon_023331
T	Mhon_023341
T	Mhon_023351
O	Mhon_023352
T	Mhon_023356
T	Mhon_023357
T	Mhon_023358
C	Mhon_023359
C	Mhon_023360
T	Mhon_023363
S	Mhon_023364
T	Mhon_023366
P	Mhon_023369
K	Mhon_023372
Q	Mhon_023374
W	Mhon_023381
W	Mhon_023382
I	Mhon_023385
I	Mhon_023386
M	Mhon_023397
Q	Mhon_023404
J	Mhon_023437
U	Mhon_023439
T	Mhon_023440
D	Mhon_023444
U	Mhon_023444
Z	Mhon_023444
D	Mhon_023445
U	Mhon_023445
Z	Mhon_023445
Q	Mhon_023446
O	Mhon_023455
O	Mhon_023457
T	Mhon_023457
C	Mhon_023459
C	Mhon_023460
K	Mhon_023461
I	Mhon_023462
T	Mhon_023462
T	Mhon_023463
P	Mhon_023466
A	Mhon_023471
O	Mhon_023473
A	Mhon_023474
O	Mhon_023475
A	Mhon_023476
S	Mhon_023477
S	Mhon_023478
T	Mhon_023479
S	Mhon_023486
D	Mhon_023487
S	Mhon_023488
S	Mhon_023489
T	Mhon_023491
O	Mhon_023492
L	Mhon_023493
T	Mhon_023493
U	Mhon_023499
D	Mhon_023500
O	Mhon_023500
S	Mhon_023501
J	Mhon_023502
S	Mhon_023503
S	Mhon_023504
S	Mhon_023505
S	Mhon_023506
S	Mhon_023508
G	Mhon_023510
P	Mhon_023512
F	Mhon_023514
U	Mhon_023516
K	Mhon_023519
S	Mhon_023523
S	Mhon_023525
P	Mhon_023527
D	Mhon_023528
S	Mhon_023530
I	Mhon_023531
K	Mhon_023532
K	Mhon_023533
K	Mhon_023537
S	Mhon_023538
S	Mhon_023540
Q	Mhon_023541
O	Mhon_023542
S	Mhon_023543
O	Mhon_023566
S	Mhon_023567
P	Mhon_023569
P	Mhon_023570
J	Mhon_023573
S	Mhon_023574
S	Mhon_023575
D	Mhon_023576
O	Mhon_023576
P	Mhon_023610
F	Mhon_023613
S	Mhon_023614
P	Mhon_023615
T	Mhon_023615
Z	Mhon_023616
T	Mhon_023617
O	Mhon_023618
I	Mhon_023630
S	Mhon_023680
S	Mhon_023681
T	Mhon_023682
T	Mhon_023690
T	Mhon_023692
J	Mhon_023695
U	Mhon_023696
Q	Mhon_023697
I	Mhon_023698
T	Mhon_023698
C	Mhon_023704
D	Mhon_023721
S	Mhon_023722
T	Mhon_023724
O	Mhon_023725
L	Mhon_023726
T	Mhon_023726
K	Mhon_023729
U	Mhon_023732
F	Mhon_023734
P	Mhon_023735
G	Mhon_023737
T	Mhon_023739
T	Mhon_023744
O	Mhon_023759
W	Mhon_023760
O	Mhon_023761
W	Mhon_023762
K	Mhon_023763
L	Mhon_023763
T	Mhon_023763
K	Mhon_023764
L	Mhon_023764
T	Mhon_023764
I	Mhon_023768
I	Mhon_023769
I	Mhon_023770
K	Mhon_023773
D	Mhon_023774
L	Mhon_023774
O	Mhon_023775
K	Mhon_023777
L	Mhon_023778
G	Mhon_023779
S	Mhon_023780
O	Mhon_023787
A	Mhon_023788
O	Mhon_023790
O	Mhon_023791
K	Mhon_023792
L	Mhon_023792
T	Mhon_023792
A	Mhon_023793
K	Mhon_023794
L	Mhon_023794
T	Mhon_023794
A	Mhon_023795
T	Mhon_023796
T	Mhon_023797
T	Mhon_023798
K	Mhon_023799
L	Mhon_023799
T	Mhon_023799
T	Mhon_023800
K	Mhon_023801
L	Mhon_023801
T	Mhon_023801
T	Mhon_023802
T	Mhon_023803
U	Mhon_023805
T	Mhon_023806
T	Mhon_023808
T	Mhon_023809
U	Mhon_023811
U	Mhon_023813
B	Mhon_023821
L	Mhon_023821
B	Mhon_023822
L	Mhon_023822
U	Mhon_023825
S	Mhon_023826
S	Mhon_023827
O	Mhon_023828
M	Mhon_023830
G	Mhon_023831
S	Mhon_023832
S	Mhon_023833
S	Mhon_023834
S	Mhon_023835
O	Mhon_023839
O	Mhon_023841
G	Mhon_023843
G	Mhon_023844
E	Mhon_023853
E	Mhon_023855
T	Mhon_023857
T	Mhon_023858
T	Mhon_023871
T	Mhon_023872
J	Mhon_023874
S	Mhon_023877
O	Mhon_023879
O	Mhon_023880
O	Mhon_023882
S	Mhon_023884
Q	Mhon_023885
I	Mhon_023886
Q	Mhon_023886
I	Mhon_023888
Q	Mhon_023888
S	Mhon_023892
F	Mhon_023895
F	Mhon_023896
G	Mhon_023900
G	Mhon_023901
G	Mhon_023902
S	Mhon_023904
E	Mhon_023905
S	Mhon_023906
S	Mhon_023907
O	Mhon_023908
S	Mhon_023909
Q	Mhon_023910
O	Mhon_023911
D	Mhon_023913
T	Mhon_023913
Z	Mhon_023913
T	Mhon_023914
B	Mhon_023919
D	Mhon_023919
Z	Mhon_023932
Z	Mhon_023934
C	Mhon_023936
C	Mhon_023940
Z	Mhon_023943
Z	Mhon_023944
Z	Mhon_023945
Z	Mhon_023947
S	Mhon_023957
T	Mhon_023957
O	Mhon_023958
O	Mhon_023963
O	Mhon_023964
K	Mhon_023965
K	Mhon_023966
K	Mhon_023967
K	Mhon_023968
K	Mhon_023969
K	Mhon_023970
K	Mhon_023971
K	Mhon_023972
B	Mhon_023974
K	Mhon_023974
K	Mhon_023975
B	Mhon_023977
K	Mhon_023977
K	Mhon_023978
K	Mhon_023979
V	Mhon_023980
W	Mhon_023980
O	Mhon_023981
T	Mhon_023981
T	Mhon_023982
T	Mhon_023983
S	Mhon_023987
K	Mhon_023988
T	Mhon_023989
V	Mhon_023989
T	Mhon_023991
V	Mhon_023991
T	Mhon_023992
V	Mhon_023992
S	Mhon_023994
S	Mhon_023998
K	Mhon_023999
K	Mhon_024000
A	Mhon_024006
A	Mhon_024007
A	Mhon_024008
L	Mhon_024011
L	Mhon_024013
T	Mhon_024019
T	Mhon_024020
T	Mhon_024021
T	Mhon_024022
U	Mhon_024023
U	Mhon_024024
U	Mhon_024025
U	Mhon_024026
G	Mhon_024034
G	Mhon_024035
B	Mhon_024037
B	Mhon_024038
T	Mhon_024039
B	Mhon_024040
T	Mhon_024041
B	Mhon_024042
T	Mhon_024044
T	Mhon_024046
S	Mhon_024047
S	Mhon_024048
S	Mhon_024050
S	Mhon_024051
Z	Mhon_024052
S	Mhon_024053
S	Mhon_024054
S	Mhon_024058
S	Mhon_024059
S	Mhon_024060
A	Mhon_024084
A	Mhon_024085
A	Mhon_024086
S	Mhon_024087
S	Mhon_024088
S	Mhon_024089
S	Mhon_024093
S	Mhon_024095
S	Mhon_024097
S	Mhon_024101
S	Mhon_024102
S	Mhon_024103
L	Mhon_024115
T	Mhon_024121
T	Mhon_024123
S	Mhon_024125
S	Mhon_024136
S	Mhon_024137
T	Mhon_024138
U	Mhon_024138
M	Mhon_024139
K	Mhon_024141
S	Mhon_024142
K	Mhon_024144
S	Mhon_024145
T	Mhon_024147
U	Mhon_024147
M	Mhon_024148
T	Mhon_024164
U	Mhon_024164
T	Mhon_024165
U	Mhon_024165
F	Mhon_024174
J	Mhon_024177
A	Mhon_024195
B	Mhon_024196
S	Mhon_024196
G	Mhon_024197
T	Mhon_024198
G	Mhon_024200
P	Mhon_024201
K	Mhon_024202
J	Mhon_024203
K	Mhon_024203
L	Mhon_024203
U	Mhon_024204
S	Mhon_024205
O	Mhon_024208
A	Mhon_024209
A	Mhon_024210
C	Mhon_024211
W	Mhon_024216
W	Mhon_024219
S	Mhon_024230
S	Mhon_024231
O	Mhon_024233
O	Mhon_024235
T	Mhon_024237
T	Mhon_024238
S	Mhon_024239
S	Mhon_024240
M	Mhon_024247
M	Mhon_024249
S	Mhon_024252
S	Mhon_024254
U	Mhon_024255
U	Mhon_024260
T	Mhon_024262
U	Mhon_024262
C	Mhon_024263
T	Mhon_024264
U	Mhon_024264
C	Mhon_024265
T	Mhon_024266
T	Mhon_024267
U	Mhon_024268
K	Mhon_024269
S	Mhon_024271
U	Mhon_024272
K	Mhon_024273
S	Mhon_024274
S	Mhon_024275
O	Mhon_024280
O	Mhon_024281
O	Mhon_024282
P	Mhon_024289
P	Mhon_024290
O	Mhon_024291
P	Mhon_024292
O	Mhon_024293
E	Mhon_024304
O	Mhon_024304
E	Mhon_024308
O	Mhon_024308
C	Mhon_024313
C	Mhon_024315
C	Mhon_024318
O	Mhon_024319
O	Mhon_024322
U	Mhon_024325
Y	Mhon_024325
U	Mhon_024326
Y	Mhon_024326
C	Mhon_024331
S	Mhon_024334
T	Mhon_024337
S	Mhon_024338
S	Mhon_024339
T	Mhon_024341
S	Mhon_024342
S	Mhon_024343
O	Mhon_024345
O	Mhon_024346
O	Mhon_024347
O	Mhon_024348
C	Mhon_024349
K	Mhon_024350
C	Mhon_024352
T	Mhon_024354
Z	Mhon_024354
T	Mhon_024355
T	Mhon_024356
G	Mhon_024358
O	Mhon_024359
O	Mhon_024364
A	Mhon_024385
J	Mhon_024387
I	Mhon_024388
T	Mhon_024388
A	Mhon_024391
J	Mhon_024393
I	Mhon_024394
T	Mhon_024394
K	Mhon_024401
U	Mhon_024402
U	Mhon_024403
U	Mhon_024404
W	Mhon_024406
K	Mhon_024407
K	Mhon_024409
W	Mhon_024410
U	Mhon_024412
T	Mhon_024413
U	Mhon_024415
T	Mhon_024422
T	Mhon_024423
P	Mhon_024424
T	Mhon_024426
E	Mhon_024428
E	Mhon_024431
U	Mhon_024433
U	Mhon_024436
D	Mhon_024444
L	Mhon_024445
T	Mhon_024446
L	Mhon_024448
J	Mhon_024449
O	Mhon_024462
O	Mhon_024464
A	Mhon_024467
A	Mhon_024468
S	Mhon_024469
A	Mhon_024470
T	Mhon_024473
S	Mhon_024478
O	Mhon_024479
S	Mhon_024480
S	Mhon_024481
K	Mhon_024486
S	Mhon_024489
T	Mhon_024490
U	Mhon_024490
S	Mhon_024493
K	Mhon_024498
G	Mhon_024501
K	Mhon_024505
O	Mhon_024506
E	Mhon_024507
I	Mhon_024508
U	Mhon_024508
T	Mhon_024509
O	Mhon_024510
P	Mhon_024511
T	Mhon_024516
E	Mhon_024525
E	Mhon_024527
S	Mhon_024529
Z	Mhon_024530
G	Mhon_024531
O	Mhon_024533
S	Mhon_024537
K	Mhon_024538
T	Mhon_024541
S	Mhon_024544
S	Mhon_024546
S	Mhon_024547
S	Mhon_024548
S	Mhon_024549
G	Mhon_024550
S	Mhon_024575
S	Mhon_024576
I	Mhon_024577
T	Mhon_024578
S	Mhon_024584
P	Mhon_024585
P	Mhon_024586
P	Mhon_024591
P	Mhon_024592
T	Mhon_024593
S	Mhon_024594
U	Mhon_024595
